Unnamed: 0,Unnamed: 1,개념설명,국내 산업규모 (2022),국내 추정여부 (2022),국내 추정근거 (2022),출처 (국내 2022),국내 산업규모 (2023),국내 추정여부 (2023),국내 추정근거 (2023),출처 (국내 2023),국내 산업규모 (2024),국내 추정여부 (2024),국내 추정근거 (2024),출처 (국내 2024),해외 산업규모 (2022),해외 추정여부 (2022),해외 추정근거 (2022),출처 (해외 2022),해외 산업규모 (2023),해외 추정여부 (2023),해외 추정근거 (2023),출처 (해외 2023),해외 산업규모 (2024),해외 추정여부 (2024),해외 추정근거 (2024),출처 (해외 2024)
F070122,닭 가공식품,"닭고기를 기반으로 가공된 식품(즉석조리, 냉동, 간편식 등)을 제조,판매",,,,,,,,,,,,,,,,,,,,,,,,
F070123,절임식품,"식재료를 소금, 식초, 간장 등으로 절여 만든 보존식 또는 반찬류",,,,,,,,,,,,,,,,,,,,,,,,
F070124,피자 전문점,다양한 토핑과 도우를 활용한 피자를 주력으로 제공하는 외식 또는 배달 전문점,,,,,,,,,,,,,,,,,,,,,,,,
F070125,핫도그 전문점,	다양한 토핑과 소스를 갖춘 핫도그를 전문으로 판매하는 매장,,,,,,,,,,,,,,,,,,,,,,,,
F070126,햄버거,셰프가 직접 메뉴를 선정해 제공하는 프리미엄 맞춤형 외식,,,,,,,,,,,,,,,,,,,,,,,,
F070127,통조림,고기나 과일 따위의 식료품을 양철통에 넣고 가열ㆍ살균한 뒤 밀봉하여 오래 보존할 수 있도록 한 식품,,,,,,,,,,,,,,,,,,,,,,,,
F070128,길거리식품,거리에서 간편하게 먹을 수 있는 다양한 즉석 음식 판매,,,,,,,,,,,,,,,,,,,,,,,,
F070129,"백반, 한정식",	본사 브랜드와 시스템을 갖춘 가맹점 형태의 사업,,,,,,,,,,,,,,,,,,,,,,,,
F070130,개인전문식당,특정 메뉴 또는 콘셉트에 집중하는 소규모 개인 식당,,,,,,,,,,,,,,,,,,,,,,,,
F070201,건강기능식품,"인체에 유용한 성분이나 원료를 제조, 가공한 식품",,,,,,,,,,,,,,,,,,,,,,,,
F070202,건강분말,여러 나라의 요리를 한 곳에서 제공하는 종합 외국 요리 음식점,,,,,,,,,,,,,,,,,,,,,,,,
F070203,건강즙,"	베트남, 태국, 인도네시아 등 동남아 요리에 특화된 전문 음식점",,,,,,,,,,,,,,,,,,,,,,,,
F070204,꿀,"	특정 국가는 아니지만, 다양한 외국 요리를 혼합하여 제공하는 매장",,,,,,,,,,,,,,,,,,,,,,,,
F070205,다이어트 식품,다이어트를 위해 먹는 식품,,,,,,,,,,,,,,,,,,,,,,,,
F070206,영양식,	신선한 생선과 해산물을 원물 그대로 손질해 날것으로 제공하는 외식업,,,,,,,,,,,,,,,,,,,,,,,,
F070207,영양제,영양을 보충하는 약,,,,,,,,,,,,,,,,,,,,,,,,
F070208,건강보조식품 소매업,"	비타민, 유산균, 오메가-3 등 건강기능식품 전문 소매",,,,,,,,,,,,,,,,,,,,,,,,
F070209,임산부 건강식품,다양한 종류의 샌드위치를 전문으로 제작·판매하는 소형 음식점,,,,,,,,,,,,,,,,,,,,,,,,
F070210,한방재료,"	팥, 과일, 젤리, 아이스크림 등을 얹은 한국식 빙수 메뉴를 전문으로 판매",,,,,,,,,,,,,,,,,,,,,,,,
F070211,홍삼 가공식품,	면역력 증진·피로회복·체력 보강을 목적으로 한 인삼 또는 홍삼 제품 유통,,,,,,,,,,,,,,,,,,,,,,,,
F070212,건강환,다양한 종류의 카레를 중심으로 구성된 메뉴를 제공하는 음식점,,,,,,,,,,,,,,,,,,,,,,,,
F070213,건강음료,"생수, 탄산음료, 에너지드링크, 주스 등의 음료를 전문 판매",,,,,,,,,,,,,,,,,,,,,,,,
F070214,프로폴리스,벌이 나무나 수액에서 수집한 물질과 벌의 타액선에서 나온 효소가 섞여 만들어지는 천연 항생 물질,,,,,,,,,,,,,,,,,,,,,,,,
F070215,단백질 보충제,"운동 후 회복, 근육 형성, 식사 대용 목적의 분말,음료형 단백질 제품",,,,,,,,,,,,,,,,,,,,,,,,
F070216,선식,불교 수도자들이 참선할 때 먹던 건강식,,,,,,,,,,,,,,,,,,,,,,,,
F070217,인삼 가공식품,"	인삼을 캔디, 음료, 스틱 등으로 가공하여 건강식품으로 유통·판매하는 제품",,,,,,,,,,,,,,,,,,,,,,,,
F070301,건어물 가공식품,	다양한 국가의 수입 과자를 저렴한 가격에 판매하는 전문 매장,,,,,,,,,,,,,,,,,,,,,,,,
F070302,견과류 가공식품,"아몬드, 호두, 캐슈넛 등을 기반으로 한 간편 간식·음료 가공식품",,,,,,,,,,,,,,,,,,,,,,,,
F070303,고기 전문점,특정 부위나 특화된 고기 품종 위주로 판매하는 육류 전문 소매점,,,,,,,,,,,,,,,,,,,,,,,,
F070304,곡류 가공식품,"	쌀, 보리, 귀리 등 곡류를 활용한 간편식, 스낵, 건강 음료 등 가공제품",,,,,,,,,,,,,,,,,,,,,,,,
F070305,과일 전문점,국내외 제철 과일 또는 고급 과일을 전문적으로 판매하는 소매점,,,,,,,,,,,,,,,,,,,,,,,,
F070306,해산물 전문점,"	생선, 조개류, 해조류 등 다양한 해산물을 신선하게 유통·판매하는 매장",,,,,,,,,,,,,,,,,,,,,,,,
F070307,쌀 가공식품,"	쌀을 기반으로 만든 각종 즉석식품, 간식류, 건강식품 등",,,,,,,,,,,,,,,,,,,,,,,,
F070308,채소 전문점,"다양한 종류의 채소, 특히 신선·유기농 제품을 전문적으로 판매하는 소매점",,,,,,,,,,,,,,,,,,,,,,,,
F070309,축산 가공식품,	돼지고기·소고기·닭고기 등을 기반으로 만든 가공육 식품류,,,,,,,,,,,,,,,,,,,,,,,,
F070310,AI 과일선별 서비스,	식빵을 구워 속 재료를 넣거나 올려 먹는 간단한 조리식,,,,,,,,,,,,,,,,,,,,,,,,
F070311,가공식품,"농산물, 축산물, 수산물 따위를 인공적으로 처리하여 만든 식품",,,,,,,,,,,,,,,,,,,,,,,,
F070312,건조과일 전문점,우유 또는 대체 음료에 과일·아이스크림·파우더 등을 넣어 블렌딩한 음료,,,,,,,,,,,,,,,,,,,,,,,,
F070401,마카롱,빵 사이에 패티 및 각종 속재료를 넣은 한 손 식사 메뉴,,,,,,,,,,,,,,,,,,,,,,,,
F070402,라면스낵,"	떡, 약과, 유과 등 전통 방식으로 만든 한국식 디저트를 제조 및 판매하는 소매업",,,,,,,,,,,,,,,,,,,,,,,,
F070403,케이크,"	밀가루, 달걀, 설탕 등을 구워 만든 후 다양한 크림이나 데코로 마무리한 디저트",,,,,,,,,,,,,,,,,,,,,,,,
F070404,"사탕, 껌","설탕이나 감미료를 주재료로 한 간식류로, 입 안에서 녹이거나 씹는 형태",,,,,,,,,,,,,,,,,,,,,,,,
F070405,시리얼,"곡물, 견과류, 과일 등을 가공해 만든 간편식, 우유나 요거트와 함께 아침식사 또는 간식으로 섭취, 다양한 맛과 영양소 제공",,,,,,,,,,,,,,,,,,,,,,,,
F070406,육포,"쇠고기, 돼지고기 등 육류를 얇게 썰어 양념 후 건조해 만든 간식, 단백질과 미네랄이 풍부, 술안주, 간식, 여행용 영양식 등 다양한 용도",,,,,,,,,,,,,,,,,,,,,,,,
F070407,전통과자,전통적인 방식대로 만든 과자,,,,,,,,,,,,,,,,,,,,,,,,
F070408,젤리,	쌀이나 곡물을 물에 오래 끓여 만든 부드러운 형태의 음식,,,,,,,,,,,,,,,,,,,,,,,,
F070409,초콜릿 가공식품,카카오를 주성분으로 한 단맛 중심의 가공식품,,,,,,,,,,,,,,,,,,,,,,,,
F070410,"빵, 도넛",	간편하게 전자레인지나 뜨거운 물만으로 조리하여 먹을 수 있는 일인분 식사 제품,,,,,,,,,,,,,,,,,,,,,,,,
F070411,쿠키,"한국의 전통 음식 중 하나로, 돼지의 발을 삶아서 조린 요리",,,,,,,,,,,,,,,,,,,,,,,,
F070412,스낵,"차가운 육수나 양념을 기반으로 한 면 요리로, 더운 날씨에 시원하게 즐길 수 있는 한식 메뉴",,,,,,,,,,,,,,,,,,,,,,,,
F070413,잼 가공식품,"과일과 설탕 등을 가공해 만든 잼으로, 빵이나 요거트 등 다양한 음식에 활용 가능한 식품",,,,,,,,,,,,,,,,,,,,,,,,
F070414,에너지바,"	운동 전후 또는 간식 대용으로 섭취할 수 있도록 고단백, 고에너지 성분을 배합한 간편식",,,,,,,,,,,,,,,,,,,,,,,,
F070415,불량식품,"각종 채소, 해산물, 고기 등을 반죽에 섞어 팬에 부쳐낸 전통 한식",,,,,,,,,,,,,,,,,,,,,,,,
F070416,츄러스,	가족 단위 고객을 대상으로 다양한 메뉴와 편안한 분위기를 제공하는 외식업체,,,,,,,,,,,,,,,,,,,,,,,,
F070417,캐러멜,정해진 금액으로 다양한 음식을 자유롭게 선택하여 먹을 수 있는 자율 배식식당,,,,,,,,,,,,,,,,,,,,,,,,
F070501,대체식품,"	밀가루 반죽을 구워서(또는 튀겨서) 만든 제품으로, 식사 또는 간식으로 소비",,,,,,,,,,,,,,,,,,,,,,,,
F070502,마늘 식품,"한국식으로 재해석된 서양식 식사로, 일반적으로 소스와 밥, 스프 등을 곁들인 정식 형태",,,,,,,,,,,,,,,,,,,,,,,,
F070503,요거트,"식재료에 튀김옷(밀가루, 전분 등)을 입혀 기름에 튀긴 음식",,,,,,,,,,,,,,,,,,,,,,,,
F070504,반려동물 식품,사람이 정서적으로 의지하고자 가까이 두고 기르는 동물에게 주는 먹을거리,,,,,,,,,,,,,,,,,,,,,,,,
F070505,특수용도식품,"	고기, 생선, 채소 등을 불이나 열판에 구워낸 요리 형태",,,,,,,,,,,,,,,,,,,,,,,,
F070506,기능성사료,	육수나 물에 각종 재료를 넣고 중간 농도로 끓여낸 국물 요리,,,,,,,,,,,,,,,,,,,,,,,,
F070601,무알콜음료,알콜이 0.1%도 들어있지 않은 음료,,,,,,,,,,,,,,,,,,,,,,,,
F070602,생수,샘구멍에서 솟아 나오는 맑은 물,,,,,,,,,,,,,,,,,,,,,,,,
F070603,찜류,"고기, 해산물, 채소 등을 뜨거운 증기로 익히거나 양념을 더해 조려낸 요리",,,,,,,,,,,,,,,,,,,,,,,,
F070604,아이스크림,"우유, 달걀, 향료, 설탕 따위를 넣어 크림 상태로 얼린 것",,,,,,,,,,,,,,,,,,,,,,,,
F070605,요구르트,발효유의 하나. 우유나 양젖 따위를 살균하여 반쯤 농축하고 유산균을 번식시켜 만든 영양 식품,,,,,,,,,,,,,,,,,,,,,,,,
F070606,우유,"소의 젖. 백색으로, 살균하여 음료로 마시며 아이스크림, 버터, 치즈 따위의 원료로도 씀",,,,,,,,,,,,,,,,,,,,,,,,
F070607,전통주,한 나라나 지역 등에 전통적으로 내려오는 양조법으로 만든 술,,,,,,,,,,,,,,,,,,,,,,,,
F070608,술,	발효 또는 증류 과정을 통해 알코올 성분이 포함된 음료로 기호나 사교 목적으로 소비,,,,,,,,,,,,,,,,,,,,,,,,
F070609,치즈,"우유 속에 있는 카세인을 뽑아 응고ㆍ발효시킨 식품. 단백질, 지방, 비타민이 많이 들어 있으며 요리",,,,,,,,,,,,,,,,,,,,,,,,
F070610,커피,커피나무의 열매를 볶아서 간 가루,,,,,,,,,,,,,,,,,,,,,,,,
F070611,에너지음료,"피로 회복, 각성 효과 등을 목적으로 카페인, 타우린, 비타민 등을 첨가한 음료",,,,,,,,,,,,,,,,,,,,,,,,
F070612,탄산/과일 음료,	각종 채소와 과일을 소포장 또는 벌크로 소비자에게 판매,,,,,,,,,,,,,,,,,,,,,,,,
F070613,곤약젤리,	곤약(글루코만난)을 주성분으로 만들어 칼로리를 낮춘 젤리 형태 식품,,,,,,,,,,,,,,,,,,,,,,,,
F070614,전통차,전통적인 방식대로 만들거나 마시는 차를 통틀어 이르는 말,,,,,,,,,,,,,,,,,,,,,,,,
F070615,우유 소매업,"	일반우유, 기능성 우유, 멸균우유 등을 판매하는 업종",,,,,,,,,,,,,,,,,,,,,,,,
F070616,생크림 가공식품,	우유의 지방층(크림)을 분리한 뒤 가공한 제품으로 디저트에 주로 활용,,,,,,,,,,,,,,,,,,,,,,,,
F070617,저당 과자,	설탕 함량을 줄이거나 대체 감미료를 사용해 당 섭취를 줄인 과자류,,,,,,,,,,,,,,,,,,,,,,,,
F070618,젤라또,일반 아이스크림보다 유지방 함량이 낮고 밀도는 높은 이탈리아식 아이스크림,,,,,,,,,,,,,,,,,,,,,,,,
F070619,꼬치류,"	다양한 재료(고기, 해산물, 채소 등)를 꼬챙이에 꽂아 구워먹는 음식 유형",,,,,,,,,,,,,,,,,,,,,,,,
F070701,전통장,"밥과 국, 다양한 반찬을 정갈하게 구성한 한국 전통식사 제공",,,,,,,,,,,,,,,,,,,,,,,,
F070702,조청/올리고당,음악과 춤을 중심으로 음주 및 사교 활동이 이루어지는 유흥시설,,,,,,,,,,,,,,,,,,,,,,,,
F070703,설탕,"주류와 안주를 중심으로 접객원이 동석해 술자리를 즐기는 공간, 고급 서비스와 프라이빗 룸 제공, 야간 유흥과 사교 중심",,,,,,,,,,,,,,,,,,,,,,,,
F070704,식용유,	직접 조리한 요리를 중심으로 술을 제공하는 음식형 주점 형태,,,,,,,,,,,,,,,,,,,,,,,,
F070705,간장,음식의 간을 맞추는 데 쓰는 짠맛이 나는 흑갈색 액체,,,,,,,,,,,,,,,,,,,,,,,,
F070706,분말류,딱딱한 물건을 보드라울 정도로 잘게 부수거나 갈아서 만든 것,,,,,,,,,,,,,,,,,,,,,,,,
F070707,소금,짠맛이 나는 백색의 결정체,,,,,,,,,,,,,,,,,,,,,,,,
F070708,구내식당,"기업, 공공기관, 학교 등 건물 내부에 위치해 직원이나 구성원에게 식사를 제공하는 시설형 식당",,,,,,,,,,,,,,,,,,,,,,,,
F070709,오일,물보다 가볍고 불을 붙이면 잘 타는 액체,,,,,,,,,,,,,,,,,,,,,,,,
F070710,소스,"서양 요리에, 맛을 돋우기 위하여 넣어 먹는 걸쭉한 액체",,,,,,,,,,,,,,,,,,,,,,,,
F070711,드레싱,식품에 치는 소스 따위의 양념,,,,,,,,,,,,,,,,,,,,,,,,
F070712,식초,액체 조미료의 하나. 약간의 초산이 들어 있어 신맛이 남,,,,,,,,,,,,,,,,,,,,,,,,
F080101,클라이밍,	실내 또는 실외에서 손과 발을 이용해 벽을 오르는 스포츠,,,,,,,,,,,,,,,,,,,,,,,,
F080102,"체형, 비만관리","개인별 신체 데이터와 목표에 맞춘 체형 분석, 맞춤 운동과 식단, 건강한 체중 감량과 체형 유지, IT 기반 관리 서비스",,,,,,,,,,,,,,,,,,,,,,,,
F080103,배드민턴,네트를 사이에 두고 라켓으로 셔틀콕을 서로 치고 받는 구기 경기,,,,,,,,,,,,,,,,,,,,,,,,
F080104,트램펄린,스프링이 달린 사각형 또는 육각형 모양의 매트 위에서 뛰어오르거나 공중회전 따위를 하는 체조 경기,,,,,,,,,,,,,,,,,,,,,,,,
F080105,훌라후프,플라스틱으로 만든 둥근 테를 허리나 목으로 빙빙 돌리는 놀이. 또는 그 테,,,,,,,,,,,,,,,,,,,,,,,,
F080106,물총,	실내에서 고정된 상태로 페달을 밟아 운동하는 유산소 운동 기구,,,,,,,,,,,,,,,,,,,,,,,,
F080107,줄넘기,두 사람이 기다란 줄의 양쪽 끝을 한쪽씩 잡고 커다란 원을 그리면서 돌리고 나머지 사람들은 그 속으로 차례대로 들어가서 뛰어넘는 놀이,,,,,,,,,,,,,,,,,,,,,,,,
F080201,스포츠시설 운영업,특정 종목의 스포츠를 위한 실내·외 시설을 관리 및 운영하는 업종,,,,,,,,,,,,,,,,,,,,,,,,
F080202,롤러슈즈,	신발 뒷굽에 바퀴가 내장되어 걸을 수도 있고 굴러다닐 수도 있는 복합형 신발,,,,,,,,,,,,,,,,,,,,,,,,
F080203,스케이트보드,"두 발을 동시에 올려놓고 언덕 따위를 미끄러져 내리며 타는, 바퀴가 달린 널빤지",,,,,,,,,,,,,,,,,,,,,,,,
F080204,실내승용완구,"	인공지능 기술이 접목되어 소리, 움직임 등에 반응하거나 상호작용 가능한 쿠션 형태 완구",,,,,,,,,,,,,,,,,,,,,,,,
F080205,어린이 자전거,어린이들의 키와 체형에 알맞게 만들어진 자전거,,,,,,,,,,,,,,,,,,,,,,,,
F080206,실내 자전거,	인공지능 기반 음성 인식 및 대화 기능이 내장된 어린이용 인형,,,,,,,,,,,,,,,,,,,,,,,,
F080207,인라인 스케이트,바퀴가 일렬로 달려 있고 잘 포장된 길이나 바닥에서 탈 수 있는 스케이트,,,,,,,,,,,,,,,,,,,,,,,,
F080208,어린이 전동차,아이들이 타고다니는 데 쓰는 물건,,,,,,,,,,,,,,,,,,,,,,,,
F080209,어린이 킥보드,어린이가 두 손으로 핸들을 잡고 한쪽 발을 발판 위에 올린 뒤 다른 한쪽 발로는 땅을 차면서 타게 되어 있는 기구,,,,,,,,,,,,,,,,,,,,,,,,
F080210,어린이 안전용품,"	어린이의 사고 방지를 위해 가정, 차량, 실외에서 사용하는 보호용 제품 전반",,,,,,,,,,,,,,,,,,,,,,,,
F080211,롤러스케이트,바닥에 네 개의 작은 바퀴가 달린 스케이트,,,,,,,,,,,,,,,,,,,,,,,,
F080212,운전 시뮬레이터,	실제와 유사한 환경에서 운전을 연습하거나 체험할 수 있도록 구성된 하드웨어·소프트웨어 장치,,,,,,,,,,,,,,,,,,,,,,,,
F080213,타이어 소매업,	다양한 브랜드의 자동차 타이어를 소비자 또는 정비소에 소매로 공급,,,,,,,,,,,,,,,,,,,,,,,,
F080301,악기,	소리를 내기 위한 구조로 설계되어 음악을 연주할 수 있게 만든 도구,,,,,,,,,,,,,,,,,,,,,,,,
F080302,"음반, 비디오물 소매업","음반(CD, LP), 영상 콘텐츠(DVD, 블루레이) 등 물리적 매체 판매",,,,,,,,,,,,,,,,,,,,,,,,
F080303,전자드럼,	클래식 악기를 기반으로 제작된 정통 음악 및 그 사운드,,,,,,,,,,,,,,,,,,,,,,,,
F080304,전자악기,전자 발진에 의한 진동을 소리의 바탕으로 하는 악기,,,,,,,,,,,,,,,,,,,,,,,,
F080305,음향기기,소리를 내는 기구나 기계,,,,,,,,,,,,,,,,,,,,,,,,
F080306,악기용품,음악을 연주하는 데 쓰는 기구를 통틀어 이르는 말,,,,,,,,,,,,,,,,,,,,,,,,
F080401,DIY,완성된 제품이 아니라 각각의 부품을 소비자가 선택하여 구입하고 이를 직접 조립하거나 제작하여 쓸 수 있도록 만든 상품,,,,,,,,,,,,,,,,,,,,,,,,
F080402,스마트 토이,"	센서, AI, 앱 연동 등의 기능이 포함된 디지털 기반의 장난감",,,,,,,,,,,,,,,,,,,,,,,,
F080403,RC완구,무선조종 자동차 종류의 장난감,,,,,,,,,,,,,,,,,,,,,,,,
F080404,과학실험 키트,과학 개념을 실험으로 체험할 수 있도록 구성된 놀이형 학습 도구,,,,,,,,,,,,,,,,,,,,,,,,
F080405,장난감 소매업,	유아 및 아동 대상의 놀이용 장난감과 학습용 완구 판매,,,,,,,,,,,,,,,,,,,,,,,,
F080406,로봇장난감,로봇 형태로 작동하거나 움직이는 구조를 가진 장난감,,,,,,,,,,,,,,,,,,,,,,,,
F080407,물놀이용품,물놀이를 할 때 쓰이는 물품,,,,,,,,,,,,,,,,,,,,,,,,
F080408,보드게임,종이 판이나 나무 판으로 된 놀이 도구 주변에 여럿이 둘러앉아 즐기는 놀이를 통틀어 이르는 말,,,,,,,,,,,,,,,,,,,,,,,,
F080409,AI 쿠션완구,	짧은 기간 동안 설치되어 다양한 놀이를 체험할 수 있는 이동형 놀이터 공간,,,,,,,,,,,,,,,,,,,,,,,,
F080410,AI 대화인형,"	아동을 대상으로 한 노래, 춤, 연기를 포함한 무대 공연",,,,,,,,,,,,,,,,,,,,,,,,
F080411,블록놀이,"레고, 옥스포드, 메가블럭 등의 블록을 가지고 노는 것",,,,,,,,,,,,,,,,,,,,,,,,
F080412,실내 정글짐,"	미끄럼틀, 구름다리, 네트 등으로 구성된 아이들 위한 실내 놀이 구조물",,,,,,,,,,,,,,,,,,,,,,,,
F080413,AR 실감형놀이,	AR 기술을 활용해 실제 공간 위에 가상의 놀이 요소를 결합한 체험형 놀이,,,,,,,,,,,,,,,,,,,,,,,,
F080414,방탈출,	주어진 시간 안에 힌트를 찾아 방을 탈출하는 실내 체험형 게임,,,,,,,,,,,,,,,,,,,,,,,,
F080415,인형류,사람이나 동물 모양으로 만든 장난감,,,,,,,,,,,,,,,,,,,,,,,,
F080416,점토놀이,	점토나 찰흙을 손으로 만져 모양을 만들며 놀이하는 활동,,,,,,,,,,,,,,,,,,,,,,,,
F080417,캐릭터장난감,"애니메이션, 영화, 게임 등 특정 캐릭터를 기반으로 제작된 장난감",,,,,,,,,,,,,,,,,,,,,,,,
F080418,퍼즐,풀면서 지적 만족을 얻도록 만든 알아맞히기 놀이,,,,,,,,,,,,,,,,,,,,,,,,
F080419,프라모델,플라스틱으로 되어 있는 부품들을 조립하여 완성시키는 장난감,,,,,,,,,,,,,,,,,,,,,,,,
F080420,어른용 레고,	성인 취미와 집중력을 위한 복잡한 구조의 조립형 블록 제품,,,,,,,,,,,,,,,,,,,,,,,,
F080421,피규어,	영화·게임·만화 등 등장 인물을 정밀하게 모형화한 수집·전시용 아이템,,,,,,,,,,,,,,,,,,,,,,,,
F080422,키즈 쿠킹,아동이 안전하고 즐겁게 요리를 체험하도록 구성된 놀이 또는 프로그램,,,,,,,,,,,,,,,,,,,,,,,,
F080423,작동완구,일정한 메커니즘을 가진 장난감,,,,,,,,,,,,,,,,,,,,,,,,
F080424,AI 로봇놀이,"음성 인식, 움직임 감지, 학습 기능 등을 갖춘 AI 기반 상호작용 로봇",,,,,,,,,,,,,,,,,,,,,,,,
F080425,큐브,여섯 가지 색의 플라스틱 주사위 27개로 된 정육면체의 각 면을 같은 빛깔로 맞추는 장난감,,,,,,,,,,,,,,,,,,,,,,,,
F080426,프라모델 공구,플라스틱으로 되어 있는 부품들을 조립하여 완성시키는 장난감을 쓸 때 필요한 도구,,,,,,,,,,,,,,,,,,,,,,,,
F080427,프라모델 기타,"성인 대상 장기 질환, 만성질환, 약물치료 중심 진료와 신생아부터 청소년까지 성장·발달·예방접종·소아질환 등 어린이 건강 관리 중심 진료",,,,,,,,,,,,,,,,,,,,,,,,
F080428,피규어 케이스,"피규어, 프라모델, 레고 등 소장품을 먼지와 충격으로부터 보호하고, 깔끔하게 전시할 수 있는 투명 아크릴 또는 플라스틱 케이스",,,,,,,,,,,,,,,,,,,,,,,,
F080429,진열장,"제품, 소장품 등을 보기 좋게 진열하거나 보관할 수 있는 가구형 구조물",,,,,,,,,,,,,,,,,,,,,,,,
F080501,천연가습기,전기 없이 자연 증발 방식으로 실내 습도를 올려주는 친환경 가습 도구,,,,,,,,,,,,,,,,,,,,,,,,
F080502,마술용품,마술을 할 때 필요한 여러가지 물품,,,,,,,,,,,,,,,,,,,,,,,,
F080503,규조토,	천연 광물질로 구성되어 높은 흡수력과 탈취 기능을 가진 생활용 흡수 제품,,,,,,,,,,,,,,,,,,,,,,,,
F080504,원예용품,"채소, 과일, 화초 따위를 심어서 가꾸는 데 사용하는 물품",,,,,,,,,,,,,,,,,,,,,,,,
F080505,파티용품,파티에 필요한 물품,,,,,,,,,,,,,,,,,,,,,,,,
F080506,자갈/모래/흙,"조경, 원예, 건축 등 다양한 용도로 사용되는 천연 자재",,,,,,,,,,,,,,,,,,,,,,,,
F080507,기념주화,국가적으로나 국제적으로 뜻깊은 사건이나 행사를 기념하여 특별히 만든 주화,,,,,,,,,,,,,,,,,,,,,,,,
F080508,영양제/비료,경작지에 뿌리는 영양 물질이자 토지의 생산력을 높이고 식물의 생장을 촉진하는 물질,,,,,,,,,,,,,,,,,,,,,,,,
F080509,살충제,"사람과 가축, 농작물에 해가 되는 벌레를 죽이거나 없애는 약",,,,,,,,,,,,,,,,,,,,,,,,
F080601,교육 컨설팅업,"학생, 학부모, 교사, 학교 등 교육 관련 주체에게 맞춤형 진로, 학업, 학교 개선, 프로그램 개발 등 전문적 조언과 솔루션을 제공하는 서비스",,,,,,,,,,,,,,,,,,,,,,,,
F080602,"번역, 통역 서비스업","다양한 언어로 된 문서, 영상, 음성, 실시간 대화 등을 정확하게 다른 언어로 전달하는 서비스",,,,,,,,,,,,,,,,,,,,,,,,
F080603,모래글씨 놀이판,	손가락이나 도구로 모래 위에 글자를 쓰며 촉각 자극과 쓰기 연습을 병행하는 도구,,,,,,,,,,,,,,,,,,,,,,,,
F080604,자석,쇠를 끌어당기는 자기를 띤 물체,,,,,,,,,,,,,,,,,,,,,,,,
F080605,퍼즐,풀면서 지적 만족을 얻도록 만든 알아맞히기 놀이,,,,,,,,,,,,,,,,,,,,,,,,
F080606,조경 관리 서비스업,"건물, 도로, 공원, 정원 등 다양한 공간의 조경수, 잔디, 화초 등 식물과 시설물을 식재, 유지, 관리하는 서비스",,,,,,,,,,,,,,,,,,,,,,,,
F080607,"공인노무사, 공인회계사, 세무사","근로자와 기업의 권익 보호 및 노무 관리, 노동법 자문, 임금 및 복리후생 관리, 노사 분쟁 조정, 행정 대행 등 노동 관련 전문 서비스 및 회계감사, 재무제표 검토, 세무 조정, 경영진단, 원가계산 등 기업의 재무와 회계 서비스",,,,,,,,,,,,,,,,,,,,,,,,
F080608,토목 엔지니어링 서비스업,"도로, 철도, 교량, 터널, 항만, 댐, 상하수도 등 사회 인프라의 계획, 설계, 시공관리, 감리, 디지털 기술 접목, 공공 및 민간 프로젝트를 지원하는 서비스",,,,,,,,,,,,,,,,,,,,,,,,
F080609,시각 디자인업,"메시지, 이미지, 개념을 시각적으로 기획, 디자인, 관리해 효과적으로 전달, 기업로고, 광고, 포장, 편집, 일러스트 등 다양한 시각매체 제작",,,,,,,,,,,,,,,,,,,,,,,,
F080610,"담배, 전자담배 소매업",일반 담배와 전자담배를 소비자에게 직접 판매하는 소매업,,,,,,,,,,,,,,,,,,,,,,,,
F090101,배터리,전기 에너지를 화학 에너지로 바꾸어 모아 두었다가 필요한 때에 전기로 재생하는 장치,,,,,,,,,,,,,,,,,,,,,,,,
F090102,오토바이,앞뒤로 있는 두 바퀴에 원동기를 장치하여 그 동력으로 바퀴가 돌아가게 만든 탈것,,,,,,,,,,,,,,,,,,,,,,,,
F090103,오토바이보호장비,오토바이를 탈 때 착용하는 보호구,,,,,,,,,,,,,,,,,,,,,,,,
F090104,열선 핸들커버,추운 날씨에 핸들을 따뜻하게 유지시켜주는 전기열 기능이 탑재된 차량용 커버,,,,,,,,,,,,,,,,,,,,,,,,
F090105,오토바이의류,오토바이를 탈 때 착용하는 옷,,,,,,,,,,,,,,,,,,,,,,,,
F090106,전기자전거,전기 모터를 장착한 자전거,,,,,,,,,,,,,,,,,,,,,,,,
F090107,전동킥보드,"모터가 달린 킥보드를 말하며, 전동스쿠터라고도 부름",,,,,,,,,,,,,,,,,,,,,,,,
F090108,전동킥보드 용품,전동킥보드를 탈 때 필요한 여러 가지 물품,,,,,,,,,,,,,,,,,,,,,,,,
F090109,전동휠,전기를 동력으로 하는 1인용 이동 수단,,,,,,,,,,,,,,,,,,,,,,,,
F090110,헬멧,머리를 충격으로부터 보호하기 위하여 쓰는 모자,,,,,,,,,,,,,,,,,,,,,,,,
F090111,충전기,축전지의 충전에 쓰는 장치,,,,,,,,,,,,,,,,,,,,,,,,
F090112,폴딩형 방석,	접어서 간편하게 보관하거나 휴대할 수 있는 형태의 다용도 방석,,,,,,,,,,,,,,,,,,,,,,,,
F090113,오토바이용품,"라이더의 안전, 편의성, 주행 성능 향상을 위해 추가로 사용하는 부속품 또는 장비",,,,,,,,,,,,,,,,,,,,,,,,
F090114,스쿠터,소형 오토바이의 하나,,,,,,,,,,,,,,,,,,,,,,,,
